date	rr	etp	tx	tn	rg	ux	un	vt	tm
01-01-1983	0	4.2	23.9	15	20.1	-999	-999	-999	-999
02-01-1983	0	4.5	23.1	15	21.34	-999	-999	-999	-999
03-01-1983	0	5.6	26.4	15.4	26.38	-999	-999	-999	-999
04-01-1983	0	3.5	24.3	15	16.9	-999	-999	-999	-999
05-01-1983	0	2.5	23	16.5	12.2	-999	-999	-999	-999
06-01-1983	0	3.4	23.1	16	16.26	-999	-999	-999	-999
07-01-1983	0	5.7	25	16.6	26.7	-999	-999	-999	-999
08-01-1983	0	5.5	26	17.5	26.06	-999	-999	-999	-999
09-01-1983	0	2.5	22.5	16	12.53	-999	-999	-999	-999
10-01-1983	0	3	22	14.6	14.44	-999	-999	-999	-999
11-01-1983	0	3.2	22.9	16	15.48	-999	-999	-999	-999
12-01-1983	0	4	24.3	15.7	19.35	-999	-999	-999	-999
13-01-1983	2.8	3	24	16.1	14.88	-999	-999	-999	-999
14-01-1983	0	2.6	23	16.3	12.96	-999	-999	-999	-999
15-01-1983	0	3.1	22.5	15.4	15.26	-999	-999	-999	-999
16-01-1983	0	2.9	23.7	15.9	14.31	-999	-999	-999	-999
17-01-1983	2	2.1	24.2	17.2	10.61	-999	-999	-999	-999
18-01-1983	7.3	1.3	22	18.2	6.88	-999	-999	-999	-999
19-01-1983	3.5	2.4	23.3	17.7	12.02	-999	-999	-999	-999
20-01-1983	1	2.7	24.5	18	13.25	-999	-999	-999	-999
21-01-1983	5.2	1.3	22.5	18.5	6.85	-999	-999	-999	-999
22-01-1983	14	2.4	25	18.9	11.78	-999	-999	-999	-999
23-01-1983	0	3.4	24.5	18.5	16.42	-999	-999	-999	-999
24-01-1983	0	2.2	23.5	17.7	11.22	-999	-999	-999	-999
25-01-1983	0	4.5	26	16.6	21.39	-999	-999	-999	-999
26-01-1983	1.8	1.9	23.2	18.5	9.65	-999	-999	-999	-999
27-01-1983	0.9	3	26.8	19	14.85	-999	-999	-999	-999
28-01-1983	0.1	2.1	24.4	17.2	10.44	-999	-999	-999	-999
29-01-1983	11.5	1.8	25	19.5	9.22	-999	-999	-999	-999
30-01-1983	6	2.5	24.5	19	12.19	-999	-999	-999	-999
31-01-1983	5	1.9	24.4	19	9.57	-999	-999	-999	-999
01-02-1983	3	2.7	24	16.9	13.43	-999	-999	-999	-999
